date,time,open,high,low,close,volume
2024-06-04,09:33,526.42,526.46,526.095,526.095,95107
2024-06-04,09:34,526.1,526.1,525.77,525.84,187784
2024-06-05,09:30,530.77,530.82,530.23,530.28,946383
2024-06-05,09:31,530.28,530.43,530.13,530.3701,312172
2024-06-05,09:32,530.39,530.49,530.31,530.32,110005
2024-06-05,09:33,530.32,530.32,530.11,530.21,165570
2024-06-05,09:34,530.22,530.36,530.17,530.3,217316
2024-06-06,09:30,534.98,535.0,534.74,534.86,430444
2024-06-06,09:31,534.88,534.91,534.74,534.83,165612
2024-06-06,09:32,534.85,534.9341,534.76,534.91,137720
2024-06-06,09:33,534.91,534.94,534.67,534.91,227532
2024-06-06,09:34,534.92,535.08,534.79,534.905,184665
2024-06-07,09:30,533.66,533.7,532.76,532.92,307458
2024-06-07,09:31,532.93,533.13,532.729,533.12,166544
2024-06-07,09:32,533.09,533.18,532.83,532.99,67188
2024-06-07,09:33,532.96,533.07,532.82,532.87,73190
2024-06-07,09:34,532.86,532.93,532.535,532.59,174871
2024-06-10,09:30,533.18,533.27,533.04,533.095,386217
2024-06-10,09:31,533.1,533.19,532.8146,532.91,206928
2024-06-10,09:32,532.9,533.02,532.8,532.97,131997
2024-06-10,09:33,533.005,533.01,532.73,532.85,110521
2024-06-10,09:34,532.88,533.06,532.83,533.0299,158743
2024-06-11,09:30,534.07,534.1,533.72,533.755,452332
2024-06-11,09:31,533.76,533.825,533.38,533.4456,204363
2024-06-11,09:32,533.42,533.74,533.39,533.4915,96863
2024-06-11,09:33,533.5,533.6295,533.42,533.6295,110886
2024-06-11,09:34,533.63,533.74,533.57,533.59,144830
2024-06-12,09:30,541.63,541.76,541.21,541.35,796379
2024-06-12,09:31,541.34,541.71,541.34,541.65,524719
2024-06-12,09:32,541.631,541.71,541.42,541.44,299888
2024-06-12,09:33,541.45,541.5,541.27,541.3,257388
2024-06-12,09:34,541.3,541.38,541.245,541.33,149917
2024-06-13,09:30,543.15,543.19,542.75,542.82,877036
2024-06-13,09:31,542.83,542.89,542.67,542.69,212388
2024-06-13,09:32,542.68,542.775,542.57,542.71,124049
2024-06-13,09:33,542.72,542.72,542.56,542.565,156339
2024-06-13,09:34,542.58,542.59,542.39,542.47,125654
2024-06-14,09:30,540.88,541.07,540.7449,540.85,428222
2024-06-14,09:31,540.87,540.95,540.665,540.95,127625
2024-06-14,09:32,540.96,541.05,540.75,540.75,129003
2024-06-14,09:33,540.75,541.05,540.75,541.02,117011
2024-06-14,09:34,541.03,541.18,540.96,541.18,87927
2024-06-17,09:30,542.08,542.13,541.87,541.91,305528
2024-06-17,09:31,541.9,542.02,541.9,542.0,110685
2024-06-17,09:32,542.0,542.0,541.76,541.83,151166
2024-06-17,09:33,541.83,542.01,541.7,541.9987,102661
2024-06-17,09:34,542.01,542.28,541.9901,542.25,184556
2024-06-18,09:30,547.16,547.39,547.11,547.34,269546
2024-06-18,09:31,547.36,547.37,547.22,547.34,159817
2024-06-18,09:32,547.3599,547.5,547.33,547.49,108628
2024-06-18,09:33,547.5,547.62,547.44,547.5499,192768
2024-06-18,09:34,547.55,547.81,547.55,547.81,111981
2024-06-20,09:30,549.44,549.48,549.15,549.22,439347
2024-06-20,09:31,549.21,549.22,548.87,548.905,407594
2024-06-20,09:32,548.9006,549.04,548.81,548.94,125074
2024-06-20,09:33,548.95,549.05,548.89,549.01,107049
2024-06-20,09:34,549.02,549.1,548.9401,548.98,84655
2024-06-21,09:30,544.4,544.5513,544.015,544.21,796231
2024-06-21,09:31,544.22,544.49,544.02,544.46,195928
2024-06-21,09:32,544.44,544.72,544.37,544.61,181280
2024-06-21,09:33,544.61,544.63,544.28,544.28,127631
2024-06-21,09:34,544.28,544.69,544.28,544.67,136728
2024-06-24,09:30,544.33,544.42,544.125,544.24,516828
2024-06-24,09:31,544.25,544.47,544.2,544.2481,206647
2024-06-24,09:32,544.25,544.46,544.13,544.35,138294
2024-06-24,09:33,544.36,544.43,544.255,544.33,98872
2024-06-24,09:34,544.33,544.45,544.3,544.32,193605
2024-06-25,09:30,543.99,544.07,543.4,543.79,719567
2024-06-25,09:31,543.78,543.81,543.47,543.53,102056
2024-06-25,09:32,543.52,543.66,543.46,543.5099,161728
2024-06-25,09:33,543.49,543.64,543.39,543.49,138237
2024-06-25,09:34,543.5,543.71,543.49,543.53,150742
2024-06-26,09:30,543.69,543.75,543.48,543.48,327820
2024-06-26,09:31,543.48,543.5,543.24,543.28,186056
2024-06-26,09:32,543.29,543.52,543.17,543.48,160278
2024-06-26,09:33,543.5,543.58,543.36,543.56,134955
2024-06-26,09:34,543.57,543.68,543.49,543.675,124233
2024-06-27,09:30,545.37,545.64,545.37,545.64,217451
2024-06-27,09:31,545.65,545.6765,545.46,545.49,101876
2024-06-27,09:32,545.46,545.67,545.43,545.58,104362
2024-06-27,09:33,545.57,545.98,545.5301,545.972,96139
2024-06-27,09:34,545.96,546.0,545.88,545.91,75774
2024-06-28,09:30,547.16,547.24,546.69,546.71,574358
2024-06-28,09:31,546.73,546.9,546.67,546.8799,83135
2024-06-28,09:32,546.87,547.16,546.85,547.15,139203
2024-06-28,09:33,547.16,547.47,547.14,547.32,317746
2024-06-28,09:34,547.33,547.47,547.32,547.45,76286
2024-07-01,09:30,545.63,545.65,545.19,545.505,1012387
2024-07-01,09:31,545.51,545.8599,545.51,545.8,200171
2024-07-01,09:32,545.8,545.83,545.52,545.58,127010
2024-07-01,09:33,545.57,545.69,545.55,545.62,93041
2024-07-01,09:34,545.62,545.6495,545.44,545.5,102503
2024-07-02,09:30,543.7,543.88,543.65,543.8,444134
2024-07-02,09:31,543.82,544.14,543.78,544.08,167466
2024-07-02,09:32,544.0789,544.5217,544.06,544.4,167060
2024-07-02,09:33,544.41,544.69,544.41,544.56,143475
2024-07-02,09:34,544.56,544.6696,544.46,544.63,132789
2024-07-03,09:30,548.69,549.1699,548.65,549.14,381481
2024-07-03,09:31,549.16,549.32,549.13,549.29,257910
2024-07-03,09:32,549.29,549.39,549.075,549.358,94221
2024-07-03,09:33,549.36,549.38,549.19,549.29,77153
2024-07-03,09:34,549.29,549.44,549.29,549.33,78711
2024-07-05,09:30,551.77,551.81,551.6,551.73,421725
2024-07-05,09:31,551.73,551.87,551.65,551.865,216965
2024-07-05,09:32,551.86,551.88,551.68,551.72,87307
2024-07-05,09:33,551.73,551.78,551.56,551.7,143403
2024-07-05,09:34,551.715,551.98,551.7032,551.98,135254
2024-07-08,09:30,555.44,555.66,555.29,555.64,355706
2024-07-08,09:31,555.63,555.74,555.566,555.61,298222
2024-07-08,09:32,555.6,556.07,555.56,555.98,335032
2024-07-08,09:33,555.97,556.1085,555.89,555.975,154092
2024-07-08,09:34,555.98,556.01,555.88,555.9,114393
2024-07-09,09:30,556.26,556.37,556.19,556.29,352257
2024-07-09,09:31,556.29,556.29,556.11,556.11,89732
2024-07-09,09:32,556.13,556.46,556.13,556.43,87859
2024-07-09,09:33,556.44,556.54,556.36,556.47,146053
2024-07-09,09:34,556.46,556.65,556.39,556.63,92441
2024-07-10,09:30,557.07,557.3,557.05,557.28,413968
2024-07-10,09:31,557.27,557.32,557.11,557.1362,179841
2024-07-10,09:32,557.13,557.15,556.932,556.96,255429
2024-07-10,09:33,556.95,557.0911,556.9201,557.0911,83930
2024-07-10,09:34,557.11,557.115,556.9109,557.021,98103
2024-07-11,09:30,561.44,561.67,561.43,561.56,525532
2024-07-11,09:31,561.56,561.71,561.44,561.665,232138
2024-07-11,09:32,561.68,561.76,561.44,561.4429,90876
2024-07-11,09:33,561.45,561.72,561.26,561.44,208707
2024-07-11,09:34,561.45,561.56,561.3,561.5001,125866
2024-07-12,09:30,557.63,557.69,557.15,557.63,1018176
2024-07-12,09:31,557.62,557.97,557.59,557.78,184874
2024-07-12,09:32,557.81,557.93,557.7,557.7005,148235
2024-07-12,09:33,557.7,557.75,557.3,557.6203,234892
2024-07-12,09:34,557.61,557.7799,557.43,557.55,124182
2024-07-15,09:30,562.03,562.23,561.97,562.11,667247
