date,spy_open,previous_close,gap_pct,first_1m_return,net_movement,opening_range_high,opening_range_low,opening_range_width,breakout_direction,volatility,volume,rvol_10d,vix_at_open,entry_price,outcome_label,label,max_gain_reached,max_drawdown_reached
2023-06-12,430.92,430.04,0.2046,-0.0395,-0.0209,431.06,430.61,0.45,DOWN,0.235,1203544,0.7103,14.68,430.83,PASS,PASS,0.0998,-0.1277
2023-06-13,435.32,433.7,0.3735,0.0207,0.1126,435.84,435.09,0.75,UP,0.318,2125524,1.2698,14.61,435.81,TAKE,TAKE,0.3144,-0.2708
2023-06-14,437.01,436.49,0.1191,-0.0801,-0.0252,437.19,436.51,0.68,DOWN,0.322,1326550,0.7964,14.73,436.9,TAKE,TAKE,0.309,-0.0687
2023-06-15,436.33,437.34,-0.2309,0.0642,0.0173,436.74,436.23,0.51,UP,0.294,1569442,0.9698,14.04,436.4057,TAKE,TAKE,0.7457,-0.0196
2023-06-16,443.02,442.54,0.1085,-0.079,-0.0835,443.18,442.26,0.92,DOWN,0.3951,3260442,2.0357,14.47,442.65,FAIL_FAKEOUT,PASS,0.0045,-0.4247
2023-06-20,437.45,439.69,-0.5094,-0.0297,0.1326,438.08,437.09,0.99,UP,0.356,2575892,1.5375,14.45,438.0301,FAIL_FAKEOUT,PASS,0.0319,-0.6849
2023-06-21,436.16,436.97,-0.1854,-0.1295,-0.1353,436.28,435.47,0.81,DOWN,0.302,1446789,0.7989,13.62,435.57,FAIL_FAKEOUT,PASS,0.0781,-0.2732
2023-06-22,433.95,435.01,-0.2437,-0.0369,-0.0507,434.055,433.67,0.385,DOWN,0.237,2216072,1.2297,13.8,433.73,TAKE,TAKE,0.528,-0.03
2023-06-23,432.93,436.53,-0.8247,0.0115,0.0964,433.35,432.7117,0.6383,UP,0.2797,1986341,1.0609,13.72,433.3475,PASS,PASS,0.1483,-0.1333
2023-06-26,432.62,433.14,-0.1201,0.067,0.1734,433.3892,432.6,0.7892,UP,0.2978,1017727,0.528,14.18,433.37,PASS,PASS,0.2861,0.0
2023-06-27,432.35,431.7,0.1506,0.0624,0.0833,432.8,432.24,0.56,UP,0.348,1342860,0.717,14.15,432.7101,PASS,PASS,0.1363,-0.1918
2023-06-28,435.05,435.9,-0.195,0.0069,-0.0368,435.14,434.63,0.51,DOWN,0.219,1588048,0.8417,13.83,434.89,PASS,PASS,0.1863,-0.1104
2023-06-29,435.96,436.6,-0.1466,-0.0321,0.0963,436.392,435.54,0.852,UP,0.3053,2149644,1.1727,13.65,436.38,PASS,PASS,0.2269,-0.0733
2023-06-30,441.44,438.21,0.7371,-0.0634,0.06,441.8301,441.11,0.7201,UP,0.34,2761484,1.4418,13.37,441.705,TAKE,TAKE,0.3656,-0.0306
2023-07-03,442.92,442.92,0.0,-0.0497,0.0542,443.18,442.63,0.55,UP,0.228,1976699,0.9716,13.84,443.16,PASS,PASS,0.1173,-0.0474
2023-07-05,441.91,444.03,-0.4774,0.0645,0.1131,442.53,441.9,0.63,UP,0.226,1515449,0.795,14.41,442.41,PASS,PASS,0.2757,-0.0271
2023-07-06,439.42,443.09,-0.8283,0.0068,-0.1388,439.62,438.56,1.06,DOWN,0.333,3710271,2.0611,15.47,438.81,FAIL_FAKEOUT,PASS,0.0615,-0.3099
2023-07-07,438.63,439.74,-0.2524,0.0046,0.1755,439.69,438.47,1.22,UP,0.358,1682049,0.83,15.49,439.4,PASS,PASS,0.1934,-0.1411
2023-07-10,438.18,438.77,-0.1345,0.1301,0.2122,439.3,438.05,1.25,UP,0.432,1767871,0.896,15.34,439.11,PASS,PASS,0.1662,-0.1298
2023-07-11,440.45,439.58,0.1979,-0.0159,0.0772,440.79,440.3,0.49,UP,0.239,1625210,0.8329,14.89,440.79,FAIL_FAKEOUT,PASS,0.0583,-0.3063
2023-07-12,446.39,442.2099,0.9453,-0.0336,0.0202,446.76,446.14,0.62,UP,0.343,2595116,1.2898,14.05,446.48,PASS,PASS,0.1926,-0.1452
2023-07-13,447.9,446.12,0.399,-0.0982,0.0726,448.29,447.45,0.84,UP,0.332,2195148,1.0271,13.41,448.225,PASS,PASS,0.0636,-0.0915
2023-07-14,450.475,449.63,0.1879,-0.0178,0.0322,450.8207,450.35,0.4707,UP,0.2267,1364639,0.6209,13.7,450.62,PASS,PASS,0.1642,-0.0976
2023-07-17,449.13,449.02,0.0245,0.0913,0.0534,449.8,449.08,0.72,UP,0.349,1499036,0.7073,13.86,449.37,PASS,PASS,0.1591,-0.0534
2023-07-18,450.5,450.63,-0.0288,-0.0866,-0.02,450.55,450.0484,0.5016,DOWN,0.2955,1870238,0.9383,13.66,450.41,TAKE,TAKE,0.3164,-0.0311
2023-07-19,455.01,453.99,0.2247,0.0849,0.0989,455.81,455.01,0.8,UP,0.257,2233997,1.1269,13.18,455.46,PASS,PASS,0.1932,0.0
2023-07-20,454.17,454.96,-0.1736,0.0374,0.1365,455.02,454.1,0.92,UP,0.302,1481597,0.7212,14.02,454.79,FAIL_FAKEOUT,PASS,0.0682,-0.343
2023-07-21,453.96,452.38,0.3493,-0.0925,-0.0264,454.07,453.4,0.67,DOWN,0.294,2001259,1.0927,13.84,453.84,FAIL_FAKEOUT,PASS,0.0463,-0.3592
2023-07-24,453.37,452.25,0.2477,0.0927,0.1919,454.3,453.35,0.95,UP,0.3158,1261250,0.6769,14.12,454.24,FAIL_FAKEOUT,PASS,0.0462,-0.328
2023-07-25,453.92,454.12,-0.044,0.0033,0.0819,454.32,453.87,0.45,UP,0.1941,1106864,0.6106,14.03,454.2919,PASS,PASS,0.1845,-0.0114
2023-07-26,454.47,455.28,-0.1779,0.0922,0.0264,454.97,454.42,0.55,UP,0.349,1374756,0.7807,14.11,454.59,PASS,PASS,0.1254,-0.0286
2023-07-27,459.02,455.43,0.7883,-0.0632,0.0436,459.44,458.66,0.78,UP,0.274,1905887,1.1629,12.93,459.22,FAIL_FAKEOUT,PASS,0.037,-0.3506
2023-07-28,455.88,452.58,0.7292,0.0282,-0.0263,456.15,455.66,0.49,DOWN,0.2882,2033702,1.2632,13.47,455.76,PASS,PASS,0.2435,-0.1316
2023-07-31,457.41,456.75,0.1445,-0.0109,-0.0131,457.805,457.25,0.555,DOWN,0.297,1520898,0.907,13.96,457.35,PASS,PASS,0.1771,-0.1859
2023-08-01,456.27,457.84,-0.3429,-0.0175,0.0745,456.65,456.06,0.59,UP,0.3093,1622746,0.9665,14.15,456.61,FAIL_FAKEOUT,PASS,0.1402,-0.2365
2023-08-02,453.25,456.37,-0.6837,0.0199,-0.1412,453.3901,452.51,0.8801,DOWN,0.3158,2384423,1.4414,15.4,452.61,FAIL_FAKEOUT,PASS,0.2011,-0.2232
2023-08-03,448.04,450.19,-0.4776,0.0603,-0.0357,448.45,447.63,0.82,DOWN,0.3816,2315499,1.3871,16.93,447.88,TAKE,TAKE,0.317,-0.1139
2023-08-04,450.72,448.87,0.4121,-0.0288,0.1819,451.57,450.32,1.25,UP,0.362,1969540,1.1237,15.32,451.54,FAIL_FAKEOUT,PASS,0.0731,-0.6135
2023-08-07,448.71,446.8,0.4275,0.1337,0.1356,449.49,448.57,0.92,UP,0.3716,2112621,1.2075,16.54,449.3183,FAIL_FAKEOUT,PASS,0.1005,-0.2956
2023-08-08,448.08,450.58,-0.5548,0.0045,-0.0759,448.15,447.535,0.615,DOWN,0.3168,1857368,1.0124,16.77,447.74,FAIL_FAKEOUT,PASS,0.0011,-0.5226
2023-08-09,449.03,448.8,0.0512,-0.0512,-0.0156,449.1999,448.55,0.6499,DOWN,0.3246,1320293,0.6913,15.9,448.96,FAIL_FAKEOUT,PASS,0.0134,-0.2071
2023-08-10,448.19,446.06,0.4775,0.0335,0.2544,449.37,447.99,1.38,UP,0.519,1622783,0.8522,15.15,449.33,TAKE,TAKE,0.5275,-0.0111
2023-08-11,443.97,445.79,-0.4083,-0.043,0.0248,444.16,443.345,0.815,UP,0.375,1550531,0.8265,16.36,444.08,TAKE,TAKE,0.5832,-0.1306
2023-08-14,444.7,445.73,-0.2311,0.0135,0.0495,444.98,444.455,0.525,UP,0.321,1249447,0.6836,15.92,444.92,TAKE,TAKE,0.3281,-0.1214
2023-08-15,446.27,448.09,-0.4062,0.0269,0.0155,446.64,446.0,0.64,UP,0.4232,1978866,1.099,15.36,446.3393,FAIL_FAKEOUT,PASS,0.0338,-0.5891
2023-08-16,442.46,442.95,-0.1106,0.0407,0.0452,442.83,442.38,0.45,UP,0.309,1231925,0.6709,16.26,442.66,TAKE,TAKE,0.3434,-0.0271
2023-08-17,441.16,439.67,0.3389,0.0385,-0.0612,441.43,440.88,0.55,DOWN,0.378,1665137,0.9676,16.5,440.89,FAIL_FAKEOUT,PASS,0.0748,-0.2472
2023-08-18,433.37,436.27,-0.6647,0.0623,0.1938,434.58,433.01,1.57,UP,0.459,3835919,2.3166,18.73,434.21,PASS,PASS,0.2372,-0.1739
2023-08-21,437.55,436.87,0.1557,-0.0114,0.12,438.08,437.33,0.75,UP,0.3282,1479058,0.8027,17.84,438.075,FAIL_FAKEOUT,PASS,0.186,-0.3755
2023-08-22,441.18,439.02,0.492,-0.0635,-0.0771,441.18,440.6,0.58,DOWN,0.302,1659386,0.9327,16.9,440.84,FAIL_FAKEOUT,PASS,0.0091,-0.3266
2023-08-23,439.25,438.1,0.2625,0.0842,0.041,439.82,439.1,0.72,UP,0.38,1607906,0.9139,16.82,439.43,TAKE,TAKE,0.3982,-0.0341
2023-08-24,444.69,442.82,0.4223,-0.0045,-0.1619,445.05,443.94,1.11,DOWN,0.3455,2088541,1.168,15.72,443.97,FAIL_FAKEOUT,PASS,0.2816,-0.4662
2023-08-25,438.68,436.75,0.4419,0.0729,0.0969,439.4301,438.57,0.8601,UP,0.378,1713208,0.9338,16.75,439.105,FAIL_FAKEOUT,PASS,0.4771,-0.4407
2023-08-28,442.24,440.09,0.4885,-0.0588,0.1244,442.9809,441.97,1.0109,UP,0.3377,1564087,0.845,15.89,442.79,FAIL_FAKEOUT,PASS,0.0994,-0.227
2023-08-29,442.65,442.64,0.0023,0.0113,0.0904,443.062,442.46,0.602,UP,0.2794,954724,0.5072,15.13,443.05,TAKE,TAKE,0.7494,-0.0541
2023-08-30,449.51,449.13,0.0846,0.069,0.1535,450.36,449.51,0.85,UP,0.3725,1637511,0.92,14.33,450.2,TAKE,TAKE,0.3154,-0.3154
2023-08-31,451.65,450.96,0.153,0.0376,0.0565,452.2699,451.61,0.6599,UP,0.3542,1448819,0.7958,13.89,451.905,PASS,PASS,0.1781,-0.114
2023-09-01,453.17,450.63,0.5637,0.0132,0.0132,453.67,452.89,0.78,UP,0.363,2162519,1.2021,13.29,453.23,FAIL_FAKEOUT,PASS,0.0066,-0.4589
2023-09-05,450.73,451.08,-0.0776,0.0,-0.0588,450.93,450.391,0.539,DOWN,0.2539,1401342,0.8589,14.19,450.465,FAIL_FAKEOUT,PASS,0.0122,-0.2875
2023-09-06,448.4,449.4,-0.2225,-0.0781,-0.1438,448.49,447.55,0.94,DOWN,0.3225,1439163,0.8863,14.27,447.755,FAIL_FAKEOUT,PASS,0.1686,-0.392
2023-09-07,443.11,446.12,-0.6747,0.0395,0.1038,443.6,442.805,0.795,UP,0.4085,2081403,1.2994,15.47,443.57,PASS,PASS,0.1871,-0.1601
2023-09-08,444.9,444.7,0.045,0.0832,0.2045,445.89,444.8,1.09,UP,0.294,1214830,0.7366,14.39,445.81,PASS,PASS,0.2871,-0.0963
2023-09-11,448.24,445.47,0.6218,0.0446,0.0667,448.77,448.12,0.65,UP,0.2702,1839821,1.178,14.08,448.539,FAIL_FAKEOUT,PASS,0.0515,-0.4078
2023-09-12,446.95,448.5,-0.3456,-0.0336,0.1253,447.5772,446.79,0.7872,UP,0.2869,1270879,0.8072,14.22,447.51,FAIL_FAKEOUT,PASS,0.0693,-0.2547
2023-09-13,446.22,446.09,0.0291,0.0762,0.1434,447.26,445.99,1.27,UP,0.4565,1807116,1.1696,13.86,446.86,FAIL_FAKEOUT,PASS,0.0627,-0.3985
2023-09-14,449.07,446.74,0.5216,-0.0846,-0.0946,449.31,448.42,0.89,DOWN,0.457,1960885,1.2027,13.29,448.645,FAIL_FAKEOUT,PASS,0.1014,-0.2073
2023-09-15,447.14,450.4,-0.7238,0.0313,-0.011,447.48,446.8,0.68,DOWN,0.2836,3006951,1.8085,13.07,447.0906,FAIL_FAKEOUT,PASS,0.0535,-0.3401
2023-09-18,443.05,443.62,-0.1285,0.0226,0.0813,443.5,442.76,0.74,UP,0.334,1285932,0.7071,14.55,443.41,PASS,PASS,0.0789,-0.1917
2023-09-19,442.68,443.66,-0.2209,-0.0113,0.0203,442.91,442.39,0.52,UP,0.3033,1119755,0.6469,14.28,442.77,FAIL_FAKEOUT,PASS,0.1084,-0.3794
2023-09-20,444.01,442.93,0.2438,-0.0901,-0.0653,444.02,443.44,0.58,DOWN,0.256,1158423,0.6804,14.07,443.72,PASS,PASS,0.1611,-0.0721
2023-09-21,435.7,438.5,-0.6385,0.062,-0.1171,435.97,435.0,0.97,DOWN,0.351,2587184,1.545,16.09,435.19,FAIL_FAKEOUT,PASS,0.1034,-0.2711
2023-09-22,432.45,431.29,0.269,-0.0717,-0.0717,432.64,432.02,0.62,DOWN,0.3394,1804852,1.0462,17.06,432.14,PASS,PASS,0.2245,-0.1088
2023-09-25,429.17,430.7,-0.3552,0.028,-0.0722,429.415,428.72,0.695,DOWN,0.29,1833528,1.0277,18.06,428.86,TAKE,TAKE,0.443,-0.0233
2023-09-26,429.09,432.32,-0.7471,0.0606,0.0757,429.54,429.01,0.53,UP,0.297,2066883,1.1589,17.72,429.415,FAIL_FAKEOUT,PASS,0.0943,-0.5643
2023-09-27,427.09,425.93,0.2723,0.048,0.0316,427.67,426.95,0.72,UP,0.334,1740652,0.9343,18.28,427.225,FAIL_FAKEOUT,PASS,0.0983,-0.3218
2023-09-28,425.48,426.1,-0.1455,-0.0613,0.1692,426.23,425.06,1.17,UP,0.498,1827476,0.9844,18.73,426.1999,FAIL_FAKEOUT,PASS,0.2487,-0.312
2023-09-29,431.67,428.33,0.7798,-0.1089,-0.1205,431.85,430.94,0.91,DOWN,0.324,2510300,1.362,16.34,431.15,FAIL_FAKEOUT,PASS,0.1415,-0.2575
2023-10-02,426.62,427.28,-0.1545,-0.0398,0.1149,427.1701,426.2513,0.9188,UP,0.3617,2143051,1.1949,18.29,427.11,FAIL_FAKEOUT,PASS,0.2312,-0.2142
2023-10-03,425.06,427.51,-0.5731,0.0529,0.0894,425.58,424.85,0.73,UP,0.424,1561538,0.831,18.65,425.44,FAIL_FAKEOUT,PASS,0.2844,-0.7334
2023-10-04,422.07,421.86,0.0498,0.109,0.1564,422.8,421.91,0.89,UP,0.351,1576846,0.8198,19.51,422.7302,FAIL_FAKEOUT,PASS,0.1513,-0.5134
2023-10-05,424.36,424.44,-0.0188,-0.0024,0.1084,424.96,424.27,0.69,UP,0.336,1749853,0.8904,18.47,424.8199,FAIL_FAKEOUT,PASS,0.1036,-0.5061
2023-10-06,421.97,424.45,-0.5843,0.0474,0.1149,423.0,421.92,1.08,UP,0.516,2118104,1.1258,19.12,422.455,FAIL_FAKEOUT,PASS,0.2355,-0.4391
2023-10-09,427.58,429.5,-0.447,0.0187,0.0491,428.04,427.35,0.69,UP,0.3728,2340293,1.2235,18.69,427.79,TAKE,TAKE,0.3156,-0.0888
2023-10-10,432.94,432.22,0.1666,-0.0601,0.0155,433.26,432.58,0.68,UP,0.351,1352137,0.6886,17.5,433.0073,TAKE,TAKE,0.5179,-0.1102
2023-10-11,435.64,434.44,0.2762,0.1308,0.1218,436.46,435.64,0.82,UP,0.376,1534984,0.8113,16.52,436.1708,FAIL_FAKEOUT,PASS,0.0594,-0.3418
2023-10-12,436.95,436.42,0.1214,-0.0755,-0.1465,437.0,436.25,0.75,DOWN,0.32,1384104,0.7396,15.91,436.31,FAIL_FAKEOUT,PASS,0.0894,-0.3048
2023-10-13,435.21,433.78,0.3297,0.1149,0.0655,435.9,435.19,0.71,UP,0.412,1695939,0.9282,16.75,435.495,FAIL_FAKEOUT,PASS,0.2193,-0.3111
2023-10-16,433.82,431.32,0.5796,-0.0498,0.1706,434.6,433.57,1.03,UP,0.346,2120775,1.2149,18.52,434.56,FAIL_FAKEOUT,PASS,0.4142,-0.2117
2023-10-17,432.81,435.85,-0.6975,0.0762,0.1386,433.475,432.77,0.705,UP,0.3168,1867861,1.0714,18.16,433.41,FAIL_FAKEOUT,PASS,0.4245,-0.2215
2023-10-18,434.19,435.9,-0.3923,0.0115,0.1061,434.78,433.87,0.91,UP,0.4,1336866,0.7536,18.47,434.6505,FAIL_FAKEOUT,PASS,0.1218,-0.3337
2023-10-19,430.95,430.82,0.0302,0.0534,-0.009,431.39,430.8,0.59,DOWN,0.35,1515745,0.8661,19.1,430.9113,FAIL_FAKEOUT,PASS,0.0438,-0.4668
2023-10-20,425.98,426.34,-0.0844,-0.0211,-0.0423,426.04,425.43,0.61,DOWN,0.393,2278332,1.3195,20.99,425.8,FAIL_FAKEOUT,PASS,0.1738,-0.6188
2023-10-23,419.61,420.99,-0.3278,0.0453,-0.0739,420.01,419.1701,0.8399,DOWN,0.3947,2365537,1.3574,21.88,419.3,FAIL_FAKEOUT,PASS,0.5581,-0.3577
2023-10-24,422.65,420.83,0.4325,0.0828,0.2295,423.63,422.6,1.03,UP,0.34,1942368,1.113,19.65,423.62,FAIL_FAKEOUT,PASS,0.203,-0.2809
2023-10-25,421.89,424.32,-0.5727,-0.0616,-0.1493,421.92,421.2,0.72,DOWN,0.2581,1700373,0.9424,19.26,421.26,FAIL_FAKEOUT,PASS,0.0071,-0.5317
2023-10-26,416.45,417.78,-0.3183,0.0144,0.1417,417.325,416.11,1.215,UP,0.488,2660423,1.4611,20.87,417.04,FAIL_FAKEOUT,PASS,0.0456,-0.621
2023-10-27,414.19,412.65,0.3732,-0.0048,-0.0579,414.47,413.85,0.62,DOWN,0.3974,1715929,0.8807,20.17,413.95,FAIL_FAKEOUT,PASS,0.0435,-0.3781
2023-10-30,413.56,410.89,0.6498,0.0508,0.1717,414.32,413.53,0.79,UP,0.268,2008043,1.0295,20.51,414.27,FAIL_FAKEOUT,PASS,0.2595,-0.3959
2023-10-31,416.18,415.65,0.1275,-0.0985,-0.1562,416.37,415.48,0.89,DOWN,0.3089,1572927,0.8111,19.57,415.53,FAIL_FAKEOUT,PASS,0.1783,-0.3177
2023-11-01,419.2,417.95,0.2991,-0.0406,-0.0775,419.37,418.6499,0.7201,DOWN,0.3369,1651963,0.8651,17.96,418.875,TAKE,TAKE,0.6171,-0.0325
2023-11-02,426.58,422.65,0.9298,0.0352,0.225,427.6,426.56,1.04,UP,0.292,2622073,1.3508,16.32,427.54,PASS,PASS,0.2035,-0.1824
2023-11-03,433.14,430.63,0.5829,0.0058,0.0439,433.75,433.01,0.74,UP,0.3718,1882973,0.9177,15.32,433.33,TAKE,TAKE,0.4962,-0.0208
2023-11-06,435.47,434.89,0.1334,0.1504,0.0643,436.1498,435.46,0.6898,UP,0.312,1890890,0.9397,15.31,435.75,FAIL_FAKEOUT,PASS,0.0448,-0.2318
2023-11-07,435.69,435.6,0.0207,-0.039,-0.1882,435.73,434.81,0.92,DOWN,0.2579,1358382,0.6914,14.98,434.87,TAKE,TAKE,0.3771,-0.0828
2023-11-08,437.55,436.8,0.1717,0.0091,0.0708,437.8785,437.39,0.4885,UP,0.2017,1450270,0.7607,14.63,437.86,FAIL_FAKEOUT,PASS,0.0525,-0.2626
2023-11-09,438.43,437.08,0.3089,-0.089,-0.1642,438.47,437.68,0.79,DOWN,0.265,1388792,0.7382,14.42,437.71,FAIL_FAKEOUT,PASS,0.1026,-0.3267
2023-11-10,435.98,434.8815,0.2526,-0.0894,-0.1548,436.0,435.24,0.76,DOWN,0.236,1800629,1.0265,14.94,435.305,PASS,PASS,0.2148,-0.1574
2023-11-13,439.23,440.82,-0.3607,0.0546,-0.0956,439.59,438.79,0.8,DOWN,0.3349,1589978,0.902,15.05,438.8099,PASS,PASS,0.098,-0.0889
2023-11-14,446.32,440.29,1.3696,0.0269,0.0762,446.96,446.09,0.87,UP,0.51,4492905,2.6108,13.98,446.66,TAKE,TAKE,0.497,-0.0985
2023-11-15,450.11,449.1,0.2249,0.0267,0.0911,450.64,450.0966,0.5434,UP,0.2567,1853480,0.9208,14.07,450.52,FAIL_FAKEOUT,PASS,0.1598,-0.2486
2023-11-16,449.22,449.41,-0.0423,0.0557,0.0868,449.67,449.14,0.53,UP,0.2673,1380346,0.679,14.0,449.6101,PASS,PASS,0.2113,-0.1068
2023-11-17,450.24,450.2,0.0089,0.0289,-0.0489,450.6,449.93,0.67,DOWN,0.264,1891654,0.991,14.11,450.02,PASS,PASS,0.0778,-0.1244
2023-11-20,450.53,450.69,-0.0355,0.061,0.1532,451.23,450.52,0.71,UP,0.248,1424086,0.7457,14.08,451.22,PASS,PASS,0.246,-0.0155
2023-11-21,453.1842,454.11,-0.2039,-0.0186,-0.0009,453.32,452.95,0.37,DOWN,0.18,1010406,0.5423,13.68,453.18,FAIL_FAKEOUT,PASS,0.011,-0.2516
2023-11-22,454.98,453.04,0.4282,0.0813,0.1604,455.9,454.89,1.01,UP,0.284,1871610,1.0237,12.88,455.71,FAIL_FAKEOUT,PASS,0.147,-0.3995
2023-11-24,455.07,455.1,-0.0066,-0.0461,0.0396,455.382,454.77,0.612,UP,0.2294,974629,0.5211,13.12,455.25,PASS,PASS,0.0549,-0.1142
2023-11-27,454.65,455.4,-0.1647,0.1188,-0.0594,455.245,454.355,0.89,DOWN,0.358,1361599,0.7445,12.98,454.3801,PASS,PASS,0.1826,-0.0661
2023-11-28,454.08,454.49,-0.0902,-0.0286,-0.033,454.23,453.83,0.4,DOWN,0.2517,1120318,0.6276,12.86,453.9301,PASS,PASS,0.0782,-0.0948
2023-11-29,457.15,454.95,0.4836,0.0044,0.1553,457.8601,457.0,0.8601,UP,0.222,1974966,1.1363,12.56,457.8601,FAIL_FAKEOUT,PASS,0.1004,-0.3844
2023-11-30,455.48,454.81,0.1473,-0.034,-0.0648,455.71,455.05,0.66,DOWN,0.334,1383151,0.9306,13.13,455.185,FAIL_FAKEOUT,PASS,0.0912,-0.2296
2023-12-01,455.77,456.38,-0.1337,-0.0426,-0.0658,455.81,455.18,0.63,DOWN,0.2606,1589606,1.1044,12.89,455.47,TAKE,TAKE,0.3645,-0.0499
2023-12-04,455.6,459.02,-0.7451,0.0307,0.1888,456.46,455.51,0.95,UP,0.266,2235383,1.5309,13.46,456.46,FAIL_FAKEOUT,PASS,0.0811,-0.3987
2023-12-05,455.26,456.52,-0.276,0.0467,-0.0094,455.495,455.15,0.345,DOWN,0.233,1291155,0.8639,13.29,455.2171,TAKE,TAKE,0.3917,-0.0762
2023-12-06,458.81,456.74,0.4532,-0.0327,-0.0894,458.84,458.385,0.455,DOWN,0.2355,1308485,0.8833,12.75,458.4,FAIL_FAKEOUT,PASS,0.0,-0.3578
2023-12-07,456.91,454.76,0.4728,0.0088,0.0175,457.22,456.641,0.579,UP,0.2638,2211476,1.4635,13.03,456.99,PASS,PASS,0.2363,-0.1532
2023-12-08,457.46,458.13,-0.1462,0.0907,0.094,457.98,457.21,0.77,UP,0.501,1335312,0.8642,12.82,457.89,TAKE,TAKE,0.5525,-0.0655
2023-12-11,459.69,460.12,-0.0935,-0.0283,0.0065,460.09,459.47,0.62,UP,0.3081,1864269,1.1791,13.09,459.72,PASS,PASS,0.1871,-0.0457
2023-12-12,461.63,461.9495,-0.0692,-0.0217,-0.1538,461.7,460.81,0.89,DOWN,0.324,1382746,0.8476,12.51,460.92,TAKE,TAKE,0.3146,-0.0694
2023-12-13,464.49,464.13,0.0776,-0.0125,0.071,464.83,464.3,0.53,UP,0.239,1356297,0.8182,12.22,464.82,PASS,PASS,0.0194,-0.1248
2023-12-14,472.5,470.56,0.4123,0.0889,0.1714,473.44,472.47,0.97,UP,0.31,2986851,1.8717,12.01,473.31,FAIL_FAKEOUT,PASS,0.0887,-0.3233
2023-12-15,469.49,472.07,-0.5465,-0.0319,-0.0799,469.6,468.99,0.61,DOWN,0.39,3840012,2.1866,12.28,469.115,PASS,PASS,0.2355,-0.065
2023-12-18,470.98,469.64,0.2853,0.0149,0.0361,471.31,470.8,0.51,UP,0.225,1572466,0.7937,12.44,471.15,PASS,PASS,0.1549,-0.0318
2023-12-19,472.53,471.7,0.176,0.0423,0.0931,473.03,472.45,0.58,UP,0.216,1330362,0.6947,12.53,472.97,PASS,PASS,0.2241,-0.0402
2023-12-20,473.96,474.85,-0.1874,0.0021,0.0359,474.175,473.77,0.405,UP,0.1596,1235179,0.6437,12.34,474.13,PASS,PASS,0.2594,-0.0042
2023-12-21,471.33,467.88,0.7374,0.104,0.1125,472.1,470.98,1.12,UP,0.413,2613292,1.3671,13.41,471.8601,FAIL_FAKEOUT,PASS,0.1229,-0.2776
2023-12-22,473.86,472.6,0.2666,0.0295,0.0781,474.52,473.77,0.75,UP,0.24,1571522,0.8052,13.74,474.2299,PASS,PASS,0.2425,-0.0358
2023-12-26,474.07,473.73,0.0718,0.0359,0.1055,474.59,473.99,0.6,UP,0.214,1235739,0.6256,13.76,474.57,PASS,PASS,0.1159,-0.0443
2023-12-27,475.44,475.7099,-0.0567,0.0021,0.0819,475.92,475.27,0.65,UP,0.237,1055776,0.5521,12.94,475.8296,PASS,PASS,0.0652,-0.1407
2023-12-28,476.88,476.51,0.0776,0.0524,0.0482,477.385,476.81,0.575,UP,0.2658,1149539,0.6115,12.52,477.11,PASS,PASS,0.0546,-0.065
2023-12-29,476.49,476.73,-0.0503,0.0462,0.0688,476.85,476.41,0.44,UP,0.178,1229214,0.6612,12.61,476.818,PASS,PASS,0.0445,-0.0719
2024-01-02,472.16,475.15,-0.6293,0.0784,0.108,472.8,472.05,0.75,UP,0.325,3296028,1.0,13.83,472.67,FAIL_FAKEOUT,PASS,0.0148,-0.2771
2024-01-03,470.43,472.56,-0.4507,0.0106,-0.0574,470.53,470.05,0.48,DOWN,0.2735,2397051,0.7273,13.82,470.16,PASS,PASS,0.1702,-0.1999
2024-01-04,468.3,468.73,-0.0917,0.032,0.1174,469.07,468.11,0.96,UP,0.384,1841691,0.647,14.17,468.85,PASS,PASS,0.2773,-0.081
2024-01-05,467.49,467.24,0.0535,-0.0214,0.1241,468.11,467.13,0.98,UP,0.4312,1899641,0.7563,13.77,468.07,TAKE,TAKE,0.5021,-0.1111
2024-01-08,468.43,468.0,0.0919,0.0491,0.1388,469.09,468.3,0.79,UP,0.2501,1817766,0.7707,13.73,469.08,PASS,PASS,0.2473,-0.1194
2024-01-09,471.87,474.44,-0.5417,0.0,0.0445,472.11,471.74,0.37,UP,0.24,1696774,0.754,13.37,472.08,PASS,PASS,0.1843,-0.1546
2024-01-10,474.16,473.99,0.0359,0.0591,0.1371,474.85,474.14,0.71,UP,0.226,1776600,0.8232,12.71,474.81,PASS,PASS,0.1116,-0.198
2024-01-11,477.59,476.62,0.2035,0.021,0.0167,477.88,476.89,0.99,UP,0.504,2414822,1.1479,12.46,477.6699,FAIL_FAKEOUT,PASS,0.0942,-0.8583
2024-01-12,477.84,476.24,0.336,0.0209,0.0275,478.095,477.73,0.365,UP,0.249,1531715,0.7149,12.49,477.9714,FAIL_FAKEOUT,PASS,0.1315,-0.4334
2024-01-16,475.26,476.65,-0.2916,0.0547,-0.0295,475.61,474.81,0.8,DOWN,0.43,1819364,0.8769,13.78,475.12,FAIL_FAKEOUT,PASS,0.2399,-0.3473
2024-01-17,471.82,475.02,-0.6737,-0.0191,-0.1113,471.94,471.28,0.66,DOWN,0.2637,2336687,1.1403,15.09,471.295,PASS,PASS,0.2048,-0.052
